run,date,build_hash,backend,angle,preset,routeHash,avg_fps,low1_fps,hitch_1s,calls,programs,textureGpuMB,jsHeapPeakMB,processRAMGB,crash,errors
1,2026-08-26T12:18:28.496Z,8edb15e,WebGL2,"ANGLE (Intel, Intel(R) Arc(TM) Graphics (0x00007D55) Direct3D11 vs_5_0 ps_5_0, D3D11)",low,m0b-bench-v3-mainpath,139.68,38.19,0,57,40,34.55,132.22,확인 불가,0,0
median,2026-08-26T12:18:28.497Z,8edb15e,WebGL2,"ANGLE (Intel, Intel(R) Arc(TM) Graphics (0x00007D55) Direct3D11 vs_5_0 ps_5_0, D3D11)",low,m0b-bench-v3-mainpath,139.68,38.19,0,57,40,34.55,132.22,확인 불가,0,0
